,itemsets,counts
4646,"frozenset({'think', 'day'})",1
4647,"frozenset({'claim', 'election'})",1
4648,"frozenset({'claim', 'saturday'})",1
4650,"frozenset({'return', 'student'})",1
4665,"frozenset({'confirm', 'country'})",1
4651,"frozenset({'today', 'country'})",1
4652,"frozenset({'total', 'country'})",1
4653,"frozenset({'mask', 'year'})",1
4654,"frozenset({'year', 'student'})",1
4657,"frozenset({'today', 'bring'})",1
4658,"frozenset({'recovery', 'confirmed'})",1
4659,"frozenset({'majority', 'vast'})",1
4660,"frozenset({'daily', 'confirmed'})",1
4661,"frozenset({'update', 'confirmed'})",1
4662,"frozenset({'today', 'protest'})",1
4663,"frozenset({'day', 'confirmed'})",1
4637,"frozenset({'thousand', 'protest'})",1
4636,"frozenset({'loved', 'support'})",1
4635,"frozenset({'loved', 'challenge'})",1
4634,"frozenset({'keep', 'loved'})",1
4610,"frozenset({'papad', 'positive'})",1
4611,"frozenset({'papad', 'union'})",1
4612,"frozenset({'dr', 'mir'})",1
4613,"frozenset({'ashraf', 'mir'})",1
4614,"frozenset({'fire', 'least'})",1
4615,"frozenset({'kill', 'least'})",1
4616,"frozenset({'would', 'half'})",1
4618,"frozenset({'without', 'newzealand'})",1
4619,"frozenset({'community', 'newzealand'})",1
4620,"frozenset({'go', 'newzealand'})",1
4621,"frozenset({'among', 'country'})",1
4622,"frozenset({'among', 'day'})",1
4623,"frozenset({'among', 'without'})",1
4624,"frozenset({'among', 'zealand'})",1
4625,"frozenset({'youtube', 'play'})",1
4626,"frozenset({'youtube', 'side'})",1
4627,"frozenset({'play', 'side'})",1
4628,"frozenset({'bjp', 'minister'})",1
4629,"frozenset({'bjp', 'home'})",1
4630,"frozenset({'negative', 'bjp'})",1
4631,"frozenset({'bjp', 'tweet'})",1
4632,"frozenset({'bjp', 'amit'})",1
4633,"frozenset({'bjp', 'amitshah'})",1
4664,"frozenset({'news', 'hear'})",1
4666,"frozenset({'happy', 'lord'})",1
4490,"frozenset({'need', 'america'})",1
4712,"frozenset({'aug', 'trump'})",1
4701,"frozenset({'fatal', 'total'})",1
4702,"frozenset({'fatal', 'day'})",1
4703,"frozenset({'fatal', 'avg'})",1
4704,"frozenset({'avg', 'confirmed'})",1
4705,"frozenset({'daily', 'avg'})",1
4706,"frozenset({'update', 'avg'})",1
4707,"frozenset({'avg', 'total'})",1
4708,"frozenset({'avg', 'day'})",1
4709,"frozenset({'institution', 'tertiary'})",1
4710,"frozenset({'million', 'aug'})",1
4711,"frozenset({'american', 'aug'})",1
4713,"frozenset({'realdonaldtrump', 'aug'})",1
4667,"frozenset({'chaturthi', 'lord'})",1
4714,"frozenset({'country', 'august'})",1
4715,"frozenset({'news', 'police'})",1
4716,"frozenset({'police', 'protest'})",1
4717,"frozenset({'potus', 'end'})",1
4718,"frozenset({'potus', 'nov'})",1
4719,"frozenset({'less', 'even'})",1
4720,"frozenset({'confirm', 'saturday'})",1
4721,"frozenset({'london', 'protest'})",1
4722,"frozenset({'saturday', 'country'})",1
4723,"frozenset({'total', 'saturday'})",1
4724,"frozenset({'begin', 'via'})",1
4700,"frozenset({'update', 'fatal'})",1
4699,"frozenset({'daily', 'fatal'})",1
4698,"frozenset({'fatal', 'confirmed'})",1
4697,"frozenset({'joebiden', 'realdonaldtrump'})",1
4668,"frozenset({'ganesh', 'lord'})",1
4669,"frozenset({'ganesha', 'lord'})",1
4670,"frozenset({'ganesha', 'may'})",1
4671,"frozenset({'ganesha', 'chaturthi'})",1
4672,"frozenset({'ganesha', 'ganesh'})",1
4673,"frozenset({'ganesha', 'happy'})",1
4674,"frozenset({'may', 'bless'})",1
4675,"frozenset({'penny', 'vp'})",1
4676,"frozenset({'world', 'organization'})",1
4677,"frozenset({'organization', 'health'})",1
4678,"frozenset({'conduct', 'day'})",1
4679,"frozenset({'year', 'within'})",1
4680,"frozenset({'recovery', 'record'})",1
4681,"frozenset({'infection', 'record'})",1
4682,"frozenset({'pmoindia', 'drrpnishank'})",1
4683,"frozenset({'dg', 'nta'})",1
4685,"frozenset({'thread', 'please'})",1
4690,"frozenset({'confirm', 'th'})",1
4692,"frozenset({'increase', 'day'})",1
4693,"frozenset({'confirm', 'confirmed'})",1
4694,"frozenset({'virus', 'week'})",1
4695,"frozenset({'today', 'saturday'})",1
4696,"frozenset({'joebiden', 'trump'})",1
4609,"frozenset({'papad', 'minister'})",1
4608,"frozenset({'ministry', 'shah'})",1
4607,"frozenset({'bjp', 'shah'})",1
4532,"frozenset({'indigenous', 'international'})",1
4521,"frozenset({'tweet', 'minister'})",1
4522,"frozenset({'tweet', 'home'})",1
4523,"frozenset({'tweet', 'amit'})",1
4524,"frozenset({'tweet', 'shah'})",1
4525,"frozenset({'tweet', 'amitshah'})",1
4526,"frozenset({'conduct', 'minister'})",1
4527,"frozenset({'conduct', 'far'})",1
4528,"frozenset({'conduct', 'home'})",1
4529,"frozenset({'conduct', 'amitshah'})",1
4530,"frozenset({'conduct', 'amit'})",1
4531,"frozenset({'conduct', 'shah'})",1
4533,"frozenset({'world', 'international'})",1
4605,"frozenset({'ministry', 'far'})",1
4535,"frozenset({'home', 'affair'})",1
4536,"frozenset({'affair', 'minister'})",1
4537,"frozenset({'amit', 'affair'})",1
4538,"frozenset({'shah', 'affair'})",1
4539,"frozenset({'ministry', 'affair'})",1
4540,"frozenset({'conduct', 'affair'})",1
4541,"frozenset({'affair', 'far'})",1
4542,"frozenset({'affair', 'mha'})",1
4543,"frozenset({'official', 'affair'})",1
4544,"frozenset({'ministry', 'official'})",1
4545,"frozenset({'ministry', 'minister'})",1
4520,"frozenset({'briton', 'would'})",1
4519,"frozenset({'negative', 'amitshah'})",1
4518,"frozenset({'mp', 'announces'})",1
4516,"frozenset({'lockdown', 'nobody'})",1
4492,"frozenset({'far', 'mha'})",1
4493,"frozenset({'amit', 'mha'})",1
4494,"frozenset({'shah', 'mha'})",1
4495,"frozenset({'ministry', 'mha'})",1
4496,"frozenset({'official', 'mha'})",1
4497,"frozenset({'amitshah', 'mha'})",1
4498,"frozenset({'say', 'child'})",1
4499,"frozenset({'today', 'school'})",1
4500,"frozenset({'football', 'play'})",1
4501,"frozenset({'positive', 'two'})",1
4502,"frozenset({'two', 'child'})",1
4503,"frozenset({'follow', 'lead'})",1
4504,"frozenset({'lockdown', 'follow'})",1
4505,"frozenset({'lockdown', 'lead'})",1
4506,"frozenset({'zealand', 'lead'})",1
4507,"frozenset({'zealand', 'follow'})",1
4509,"frozenset({'follow', 'complete'})",1
4510,"frozenset({'zealand', 'complete'})",1
4511,"frozenset({'complete', 'lead'})",1
4512,"frozenset({'nobody', 'complete'})",1
4513,"frozenset({'nobody', 'zealand'})",1
4514,"frozenset({'nobody', 'lead'})",1
4515,"frozenset({'nobody', 'follow'})",1
4546,"frozenset({'negative', 'tweet'})",1
4547,"frozenset({'ministry', 'home'})",1
4548,"frozenset({'convert', 'hotel'})",1
4577,"frozenset({'conduct', 'ministry'})",1
4579,"frozenset({'without', 'transmission'})",1
4581,"frozenset({'transmission', 'go'})",1
4583,"frozenset({'treat', 'hospital'})",1
4584,"frozenset({'indigenous', 'world'})",1
4585,"frozenset({'indigenous', 'day'})",1
4586,"frozenset({'indigenous', 'today'})",1
4587,"frozenset({'think', 'word'})",1
4588,"frozenset({'word', 'tell'})",1
4589,"frozenset({'word', 'please'})",1
4590,"frozenset({'word', 'would'})",1
4591,"frozenset({'word', 'trump'})",1
4592,"frozenset({'word', 'mother'})",1
4593,"frozenset({'mother', 'tell'})",1
4594,"frozenset({'please', 'mother'})",1
4595,"frozenset({'think', 'mother'})",1
4596,"frozenset({'would', 'mother'})",1
4597,"frozenset({'mother', 'trump'})",1
4598,"frozenset({'delhi', 'minister'})",1
4599,"frozenset({'fire', 'vijaywada'})",1
4600,"frozenset({'payroll', 'tax'})",1
4601,"frozenset({'negative', 'union'})",1
4602,"frozenset({'union', 'positive'})",1
4603,"frozenset({'briton', 'half'})",1
4578,"frozenset({'ministry', 'amit'})",1
4576,"frozenset({'earth', 'day'})",1
4549,"frozenset({'ashraf', 'lose'})",1
4575,"frozenset({'coronainfoch', 'uk'})",1
4550,"frozenset({'announces', 'tiwari'})",1
4551,"frozenset({'announces', 'manoj'})",1
4553,"frozenset({'across', 'world'})",1
4554,"frozenset({'please', 'trump'})",1
4555,"frozenset({'think', 'please'})",1
4556,"frozenset({'sunday', 'today'})",1
4557,"frozenset({'sunday', 'day'})",1
4558,"frozenset({'sunday', 'august'})",1
4559,"frozenset({'sunday', 'health'})",1
4560,"frozenset({'million', 'surpass'})",1
4561,"frozenset({'god', 'amid'})",1
4562,"frozenset({'free', 'day'})",1
4564,"frozenset({'turn', 'hotel'})",1
4565,"frozenset({'far', 'minister'})",1
4566,"frozenset({'home', 'far'})",1
4567,"frozenset({'amitshah', 'far'})",1
4568,"frozenset({'amit', 'far'})",1
4569,"frozenset({'shah', 'far'})",1
4570,"frozenset({'fire', 'accident'})",1
4571,"frozenset({'hotel', 'accident'})",1
4572,"frozenset({'vijayawada', 'accident'})",1
4573,"frozenset({'dr', 'lose'})",1
4574,"frozenset({'dr', 'ashraf'})",1
4725,"frozenset({'begin', 'potus'})",1
4726,"frozenset({'begin', 'nov'})",1
4727,"frozenset({'top', 'country'})",1
4879,"frozenset({'american', 'cdc'})",1
4868,"frozenset({'texas', 'nov'})",1
4869,"frozenset({'student', 'ki'})",1
4870,"frozenset({'daily', 'high'})",1
4871,"frozenset({'daily', 'world'})",1
4872,"frozenset({'unlock', 'india'})",1
4873,"frozenset({'india', 'global'})",1
4874,"frozenset({'record', 'global'})",1
4875,"frozenset({'number', 'die'})",1
4876,"frozenset({'update', 'die'})",1
4877,"frozenset({'report', 'die'})",1
4878,"frozenset({'update', 'american'})",1
4880,"frozenset({'report', 'american'})",1
4838,"frozenset({'tuesdaymotivation', 'schoolsreopening'})",1
4881,"frozenset({'number', 'cdc'})",1
4882,"frozenset({'cdc', 'week'})",1
4883,"frozenset({'cdc', 'die'})",1
4884,"frozenset({'report', 'cdc'})",1
4885,"frozenset({'cdc', 'say'})",1
4886,"frozenset({'three', 'week'})",1
4887,"frozenset({'week', 'august'})",1
4888,"frozenset({'india', 'narendramodi'})",1
4889,"frozenset({'number', 'week'})",1
4890,"frozenset({'die', 'week'})",1
4891,"frozenset({'report', 'week'})",1
4867,"frozenset({'texas', 'willing'})",1
4866,"frozenset({'strain', 'infectious'})",1
4865,"frozenset({'staff', 'member'})",1
4864,"frozenset({'register', 'webinar'})",1
4840,"frozenset({'khurda', 'odisha'})",1
4841,"frozenset({'ben', 'carson'})",1
4842,"frozenset({'tmc', 'mla'})",1
4843,"frozenset({'tmc', 'da'})",1
4844,"frozenset({'munsev', 'sevmun'})",1
4845,"frozenset({'plea', 'jee'})",1
4846,"frozenset({'plea', 'neet'})",1
4847,"frozenset({'jee', 'dismiss'})",1
4848,"frozenset({'neet', 'dismiss'})",1
4849,"frozenset({'student', 'campus'})",1
4850,"frozenset({'biden', 'harris'})",1
4851,"frozenset({'harris', 'trump'})",1
4852,"frozenset({'update', 'provide'})",1
4853,"frozenset({'party', 'wuhan'})",1
4854,"frozenset({'sport', 'event'})",1
4855,"frozenset({'know', 'let'})",1
4856,"frozenset({'announce', 'measure'})",1
4857,"frozenset({'steelguru', 'link'})",1
4858,"frozenset({'country', 'aug'})",1
4860,"frozenset({'pool', 'wuhan'})",1
4861,"frozenset({'party', 'pool'})",1
4862,"frozenset({'announce', 'government'})",1
4863,"frozenset({'tuesday', 'report'})",1
4892,"frozenset({'report', 'shock'})",1
4893,"frozenset({'quietly', 'shock'})",1
4894,"frozenset({'set', 'high'})",1
4921,"frozenset({'india', 'world'})",1
4923,"frozenset({'set', 'day'})",1
4924,"frozenset({'whitehouse', 'unemployed'})",1
4925,"frozenset({'update', 'shock'})",1
4926,"frozenset({'update', 'quietly'})",1
4927,"frozenset({'mann', 'ki'})",1
4928,"frozenset({'mann', 'student'})",1
4929,"frozenset({'baat', 'mann'})",1
4930,"frozenset({'baat', 'ki'})",1
4931,"frozenset({'baat', 'student'})",1
4932,"frozenset({'india', 'district'})",1
4933,"frozenset({'nahi', 'baat'})",1
4934,"frozenset({'nahi', 'mann'})",1
4935,"frozenset({'nahi', 'ki'})",1
4936,"frozenset({'nahi', 'student'})",1
4937,"frozenset({'would', 'buy'})",1
4938,"frozenset({'mask', 'buy'})",1
4939,"frozenset({'wear', 'buy'})",1
4940,"frozenset({'buy', 'say'})",1
4941,"frozenset({'recently', 'hi'})",1
4942,"frozenset({'recently', 'sense'})",1
4943,"frozenset({'recently', 'scientist'})",1
4944,"frozenset({'recently', 'develop'})",1
4945,"frozenset({'recently', 'study'})",1
4922,"frozenset({'india', 'set'})",1
4920,"frozenset({'confirm', 'million'})",1
4895,"frozenset({'week', 'shock'})",1
4919,"frozenset({'india', 'corona'})",1
4896,"frozenset({'set', 'world'})",1
4897,"frozenset({'set', 'record'})",1
4898,"frozenset({'need', 'realdonaldtrump'})",1
4899,"frozenset({'world', 'record'})",1
4900,"frozenset({'high', 'country'})",1
4901,"frozenset({'week', 'end'})",1
4902,"frozenset({'india', 'brazil'})",1
4903,"frozenset({'world', 'high'})",1
4904,"frozenset({'india', 'top'})",1
4905,"frozenset({'top', 'day'})",1
4906,"frozenset({'single', 'world'})",1
4907,"frozenset({'day', 'fresh'})",1
4908,"frozenset({'record', 'fresh'})",1
4909,"frozenset({'set', 'fresh'})",1
4910,"frozenset({'rise', 'day'})",1
4911,"frozenset({'rise', 'infection'})",1
4912,"frozenset({'cross', 'hour'})",1
4913,"frozenset({'lakh', 'last'})",1
4914,"frozenset({'state', 'last'})",1
4915,"frozenset({'mark', 'hour'})",1
4916,"frozenset({'update', 'number'})",1
4917,"frozenset({'virus', 'never'})",1
4918,"frozenset({'develop', 'study'})",1
4839,"frozenset({'plasma', 'convalescent'})",1
4837,"frozenset({'odisha', 'ganjam'})",1
4728,"frozenset({'nov', 'end'})",1
4767,"frozenset({'mandatory', 'mask'})",1
4756,"frozenset({'election', 'newzealand'})",1
4757,"frozenset({'delay', 'newzealand'})",1
4758,"frozenset({'millionaire', 'arrest'})",1
4759,"frozenset({'arrest', 'say'})",1
4760,"frozenset({'strain', 'malaysia'})",1
4761,"frozenset({'find', 'strain'})",1
4762,"frozenset({'strain', 'see'})",1
4763,"frozenset({'strain', 'time'})",1
4764,"frozenset({'strain', 'detect'})",1
4765,"frozenset({'mandatory', 'italy'})",1
4766,"frozenset({'mandatory', 'make'})",1
4768,"frozenset({'contraction', 'japan'})",1
4836,"frozenset({'pop', 'country'})",1
4770,"frozenset({'prime', 'election'})",1
4771,"frozenset({'india', 'surpass'})",1
4772,"frozenset({'rate', 'mortality'})",1
4773,"frozenset({'mla', 'pass'})",1
4774,"frozenset({'mla', 'away'})",1
4775,"frozenset({'mla', 'da'})",1
4776,"frozenset({'da', 'samaresh'})",1
4777,"frozenset({'mla', 'samaresh'})",1
4778,"frozenset({'cansino', 'patent'})",1
4779,"frozenset({'tmc', 'samaresh'})",1
4780,"frozenset({'cansino', 'vaccine'})",1
4755,"frozenset({'court', 'supreme'})",1
4754,"frozenset({'cansino', 'first'})",1
4753,"frozenset({'china', 'cansino'})",1
4752,"frozenset({'year', 'say'})",1
4729,"frozenset({'american', 'today'})",1
4730,"frozenset({'confirm', 'pm'})",1
4731,"frozenset({'pm', 'saturday'})",1
4732,"frozenset({'th', 'pm'})",1
4733,"frozenset({'pm', 'country'})",1
4734,"frozenset({'pm', 'total'})",1
4735,"frozenset({'daily', 'total'})",1
4736,"frozenset({'daily', 'still'})",1
4737,"frozenset({'live', 'lose'})",1
4738,"frozenset({'lose', 'realdonaldtrump'})",1
4739,"frozenset({'saturday', 'election'})",1
4740,"frozenset({'read', 'please'})",1
4741,"frozenset({'dead', 'today'})",1
4742,"frozenset({'dead', 'million'})",1
4743,"frozenset({'dead', 'aug'})",1
4744,"frozenset({'th', 'state'})",1
4745,"frozenset({'th', 'total'})",1
4746,"frozenset({'today', 'th'})",1
4747,"frozenset({'th', 'country'})",1
4748,"frozenset({'saturday', 'august'})",1
4749,"frozenset({'th', 'saturday'})",1
4750,"frozenset({'texas', 'eod'})",1
4751,"frozenset({'could', 'two'})",1
4781,"frozenset({'first', 'patent'})",1
4782,"frozenset({'find', 'infectious'})",1
4783,"frozenset({'millionaire', 'say'})",1
4811,"frozenset({'pillow', 'guy'})",1
4813,"frozenset({'mike', 'lindell'})",1
4814,"frozenset({'year', 'chief'})",1
4815,"frozenset({'spanish', 'flu'})",1
4816,"frozenset({'happy', 'may'})",1
4817,"frozenset({'happy', 'ganesh'})",1
4818,"frozenset({'may', 'ganesh'})",1
4819,"frozenset({'wish', 'happy'})",1
4820,"frozenset({'wish', 'ganesh'})",1
4821,"frozenset({'ganesh', 'chaturthi'})",1
4822,"frozenset({'happy', 'chaturthi'})",1
4823,"frozenset({'wish', 'chaturthi'})",1
4824,"frozenset({'may', 'chaturthi'})",1
4825,"frozenset({'ganeshchaturthi', 'ganesh'})",1
4826,"frozenset({'friday', 'say'})",1
4827,"frozenset({'one', 'million'})",1
4828,"frozenset({'india', 'milestone'})",1
4829,"frozenset({'cross', 'milestone'})",1
4830,"frozenset({'day', 'milestone'})",1
4831,"frozenset({'million', 'milestone'})",1
4832,"frozenset({'lakh', 'milestone'})",1
4833,"frozenset({'india', 'health'})",1
4834,"frozenset({'day', 'health'})",1
4835,"frozenset({'good', 'health'})",1
4812,"frozenset({'cooper', 'anderson'})",1
4810,"frozenset({'four', 'week'})",1
4784,"frozenset({'mark', 'toll'})",1
4809,"frozenset({'mla', 'egra'})",1
4785,"frozenset({'toll', 'lakh'})",1
4786,"frozenset({'recovery', 'day'})",1
4787,"frozenset({'india', 'surge'})",1
4788,"frozenset({'week', 'election'})",1
4789,"frozenset({'zealand', 'election'})",1
4790,"frozenset({'delay', 'zealand'})",1
4791,"frozenset({'ardern', 'election'})",1
4792,"frozenset({'delay', 'ardern'})",1
4793,"frozenset({'first', 'grant'})",1
4794,"frozenset({'vaccine', 'grant'})",1
4795,"frozenset({'china', 'grant'})",1
4796,"frozenset({'odisha', 'today'})",1
4798,"frozenset({'jee', 'exam'})",1
4799,"frozenset({'seriously', 'trump'})",1
4800,"frozenset({'seriously', 'lack'})",1
4801,"frozenset({'general', 'election'})",1
4802,"frozenset({'ardern', 'jacinda'})",1
4803,"frozenset({'election', 'jacinda'})",1
4804,"frozenset({'delay', 'jacinda'})",1
4805,"frozenset({'vaccine', 'patent'})",1
4806,"frozenset({'china', 'patent'})",1
4807,"frozenset({'patent', 'grant'})",1
4808,"frozenset({'year', 'two'})",1
4491,"frozenset({'positive', 'week'})",1
4489,"frozenset({'home', 'mha'})",1
5963,"frozenset({'impact', 'business'})",1
4163,"frozenset({'iyd', 'youth'})",1
4152,"frozenset({'first', 'vladimirputin'})",1
4153,"frozenset({'president', 'vladimirputin'})",1
4154,"frozenset({'say', 'vladimirputin'})",1
4155,"frozenset({'midday', 'level'})",1
4156,"frozenset({'day', 'youth'})",1
4157,"frozenset({'today', 'youth'})",1
4158,"frozenset({'world', 'youth'})",1
4159,"frozenset({'record', 'since'})",1
4160,"frozenset({'since', 'uk'})",1
4161,"frozenset({'youthday', 'youth'})",1
4162,"frozenset({'youthday', 'young'})",1
4164,"frozenset({'time', 'uk'})",1
4195,"frozenset({'keep', 'day'})",1
4166,"frozenset({'recession', 'due'})",1
4167,"frozenset({'today', 'young'})",1
4168,"frozenset({'day', 'young'})",1
4169,"frozenset({'year', 'uk'})",1
4170,"frozenset({'patient', 'another'})",1
4171,"frozenset({'take', 'toll'})",1
4172,"frozenset({'make', 'even'})",1
4181,"frozenset({'community', 'go'})",1
4184,"frozenset({'go', 'zealand'})",1
4185,"frozenset({'zealand', 'country'})",1
4188,"frozenset({'without', 'go'})",1
4151,"frozenset({'russia', 'vladimirputin'})",1
4150,"frozenset({'vaccine', 'vladimirputin'})",1
4149,"frozenset({'vaccine', 'covidvaccine'})",1
4148,"frozenset({'covidvaccine', 'russia'})",1
4125,"frozenset({'economic', 'bad'})",1
4126,"frozenset({'coach', 'positive'})",1
4127,"frozenset({'coach', 'royal'})",1
4128,"frozenset({'positive', 'royal'})",1
4129,"frozenset({'field', 'royal'})",1
4130,"frozenset({'rajasthan', 'royal'})",1
4131,"frozenset({'rajasthan', 'coach'})",1
4132,"frozenset({'rajasthan', 'positive'})",1
4133,"frozenset({'rajasthan', 'field'})",1
4134,"frozenset({'ipl', 'rajasthan'})",1
4135,"frozenset({'coach', 'dishant'})",1
4136,"frozenset({'positive', 'dishant'})",1
4137,"frozenset({'rajasthan', 'dishant'})",1
4138,"frozenset({'royal', 'dishant'})",1
4139,"frozenset({'field', 'dishant'})",1
4140,"frozenset({'recession', 'fall'})",1
4141,"frozenset({'inoculate', 'daughter'})",1
4142,"frozenset({'fall', 'uk'})",1
4143,"frozenset({'youth', 'young'})",1
4144,"frozenset({'inoculate', 'russia'})",1
4145,"frozenset({'inoculate', 'vaccine'})",1
4146,"frozenset({'inoculate', 'say'})",1
4147,"frozenset({'inoculate', 'first'})",1
4189,"frozenset({'without', 'country'})",1
4199,"frozenset({'fire', 'today'})",1
4488,"frozenset({'plan', 'america'})",1
4245,"frozenset({'care', 'facility'})",1
4232,"frozenset({'sunday', 'happy'})",1
4233,"frozenset({'positive', 'tally'})",1
